Date,CCCMA1,CCCMA2,GFDL1,GFDL2,GISS1,GISS2,HIST,MPI1,MPI2,MRI1,MRI2,NIES1,NIES2,UKMO1,UKMO2
2032-01-01,20.6922,16.3211,8.47587,12.1435,19.3495,18.1399,13.901,19.4469,19.7431,14.047,24.9092,14.1583,15.1369,13.0748,17.4871
2032-02-01,16.3018,14.285,7.67262,10.6595,16.0876,15.7712,11.7881,16.4279,17.7639,13.6981,20.306,16.0898,11.7186,11.4323,14.8415
2032-03-01,12.6839,11.3976,6.14754,8.28455,12.6946,11.4884,8.59562,12.0775,13.1791,9.37044,14.1238,10.2219,8.72088,8.42913,12.3002
2032-04-01,28.0509,12.6433,6.74154,8.22387,18.8928,34.8092,21.9115,14.356,13.4415,12.8577,15.7697,9.35368,20.2158,7.4064,9.59173
2032-05-01,21.22,35.7719,23.5242,11.5726,16.3963,21.0085,16.5075,24.0017,23.2571,18.1133,18.1985,19.9896,12.9252,12.745,14.5481
2032-06-01,51.8829,63.7786,18.1166,31.2296,42.7824,40.7478,13.7136,32.5881,27.8061,22.4453,21.6469,43.0303,42.846,22.0448,18.6489
2032-07-01,47.7522,53.4773,42.2155,34.0146,48.9799,44.8336,20.6679,34.1577,34.0476,19.7843,32.6105,35.4601,31.8308,31.0545,22.1968
2032-08-01,38.5978,41.6422,51.9786,27.3494,36.1029,36.7738,19.9886,30.453,32.4276,28.7512,29.3633,33.4599,27.8741,34.6902,25.3272
2032-09-01,33.7178,31.1802,52.9256,29.3869,41.5163,41.6917,16.9265,27.2466,32.4291,30.8923,28.4813,29.2362,31.3679,36.0633,21.349
2032-10-01,36.1799,24.5958,49.1576,22.0935,29.4099,33.2524,21.2051,29.5381,28.6372,35.1694,30.0288,31.1403,37.6484,29.9862,34.8617
2032-11-01,23.6529,19.0762,40.1757,17.2769,34.6324,26.0473,17.5013,24.7548,21.2801,45.6298,23.7091,20.6366,24.5027,20.9978,23.2452
2032-12-01,26.1683,16.4197,25.5934,19.2183,20.7056,16.7809,12.3402,16.4895,14.4577,34.128,23.7731,19.1273,17.2616,15.9595,15.9663
2033-01-01,16.555,11.6008,17.0914,11.4548,21.1821,13.6567,10.2303,14.922,11.3024,20.0991,15.5742,12.4907,13.9598,12.4716,13.2988
2033-02-01,14.0367,10.7136,18.328,10.3142,26.0106,11.7084,9.6713,11.8413,10.0311,16.4787,13.7128,11.4077,12.0407,11.361,13.01
2033-03-01,15.6919,7.95015,11.5695,7.79732,14.9468,8.82971,7.37208,8.71554,7.49817,16.7274,10.9485,9.84351,10.496,9.10934,9.75231
