, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"Jul 2027", 20.8255, 10.4213, 12.6993, 11.5856, 10.862, 13.1615, 14.0497, 15.4652, 17.5454, 11.0654, 8.53672, 12.2987, 9.13086, 14.0995, 9.69601
"Aug 2027", 8.99253, 11.3062, 10.3591, 6.11142, 7.61586, 11.8169, 12.8693, 7.68814, 8.60251, 8.95131, 9.42498, 7.43902, 7.50805, 7.08184, 8.5104
"Sep 2027", 6.64319, 4.96025, 8.43196, 6.00297, 7.59869, 7.10301, 6.32482, 9.4727, 11.3234, 7.63233, 6.94432, 5.84925, 7.23847, 7.3774, 5.88998
"Oct 2027", 8.11668, 8.84884, 6.34083, 6.50174, 7.76515, 8.82156, 5.23159, 12.3067, 10.4126, 6.99973, 7.88119, 6.76593, 8.29269, 8.60868, 7.8388
"Nov 2027", 16.651, 20.1445, 16.0778, 20.0806, 16.6746, 21.5797, 5.67523, 21.0508, 22.9543, 20.5139, 12.4871, 18.1668, 20.6467, 20.8076, 23.2706
"Dec 2027", 26.922, 14.3388, 21.5163, 16.1624, 15.4244, 19.5504, 4.36823, 31.8922, 25.3602, 23.2741, 20.4831, 16.7767, 15.9114, 20.6031, 17.635
"Jan 2028", 19.9472, 11.3707, 21.344, 11.3993, 12.9647, 17.138, 17.7712, 27.9576, 22.5486, 18.4228, 15.1074, 15.6152, 15.8605, 16.8181, 18.0621
"Feb 2028", 13.3934, 9.53172, 14.0293, 9.17775, 9.71486, 10.6909, 11.8165, 17.3642, 14.5193, 11.8618, 10.6042, 9.84214, 10.098, 10.8564, 12.9487
"Mar 2028", 10.2958, 6.44074, 8.71359, 6.28722, 7.2139, 9.95915, 7.46517, 10.9943, 8.93856, 8.046, 8.66615, 7.12745, 7.26679, 7.38302, 7.69164
"Apr 2028", 7.74671, 5.06505, 8.23488, 8.91628, 7.99198, 8.11072, 6.1222, 11.0196, 6.94898, 15.4561, 6.02271, 13.1429, 6.0594, 11.9754, 8.17448
"May 2028", 13.3726, 7.50722, 8.16506, 6.82197, 7.98781, 15.8867, 11.8206, 11.3314, 8.2929, 23.6767, 6.77259, 14.4243, 8.35215, 14.819, 16.0601
"Jun 2028", 14.97, 18.6336, 10.1833, 14.6057, 8.91462, 9.20924, 9.46589, 11.9368, 12.1734, 21.5781, 17.2166, 18.2896, 16.5313, 16.9425, 14.9638
"Jul 2028", 16.1845, 11.4381, 5.23327, 6.17619, 14.3502, 15.0344, 6.52898, 18.7118, 9.97872, 22.856, 10.7418, 17.0861, 9.37267, 13.2155, 17.8571
"Aug 2028", 7.43747, 7.41021, 7.96126, 6.99034, 10.4732, 8.67588, 6.17927, 7.60436, 5.94493, 10.2471, 7.2793, 9.80115, 10.1726, 8.37971, 12.719
"Sep 2028", 6.80731, 5.9862, 5.85315, 5.22684, 6.37532, 7.45049, 4.49418, 9.62772, 6.83857, 11.3945, 6.1751, 8.00066, 6.121, 9.71916, 10.2693
"Oct 2028", 7.08517, 8.90992, 6.09527, 6.99084, 7.85928, 7.81203, 5.749, 13.2783, 8.13341, 12.8701, 7.9192, 10.9641, 9.17423, 9.13229, 12.2071
"Nov 2028", 18.2946, 19.6905, 14.8788, 17.725, 24.6641, 19.836, 11.6022, 26.9946, 13.6103, 25.3048, 15.4495, 26.8485, 22.1744, 23.7243, 29.2393
"Dec 2028", 13.3355, 18.381, 11.4044, 13.2624, 24.2959, 18.012, 16.6916, 29.2251, 12.1235, 30.9813, 14.1626, 35.7273, 21.881, 27.8664, 25.4787
"Jan 2029", 13.8297, 17.6356, 13.5965, 15.0228, 27.411, 16.9264, 17.0834, 30.4167, 12.481, 38.9282, 13.3785, 26.4877, 16.7261, 25.6553, 24.5102
