, "CCCMA ""CGCM3"" a", "CCCMA ""CGCM3"" b", "GFDL ""CM2"" a", "GFDL ""CM2"" b", "GISS ""AOM"" a", "GISS ""AOM"" b", "historico mas futuro", "MPI ""ECHAM5"" a", "MPI ""ECHAM5"" b", "MRI ""CGCM2.3.2."" a", "MRI ""CGCM2.3.2."" b", "NIES ""MIRO3.2."" a", "NIES ""MIRO3.2."" b", "UKMO ""HADCM3"" a", "UKMO ""HADCM3"" b"
"Mar 2029", 111.76, 129.129, 115.706, 119.835, 89.2226, 110.245, 80.8441, 113.014, 101.863, 130.245, 150.403, 109.814, 130.543, 109.899, 99.4094
"Apr 2029", 98.9481, 134.59, 69.3447, 62.3048, 163.766, 99.1592, 128.767, 106.115, 67.0993, 114.49, 63.2875, 111.572, 61.5906, 107.929, 100.768
"May 2029", 201.358, 199.605, 205.711, 132.85, 206.287, 212.737, 144.273, 233.253, 115.912, 322.515, 105.177, 109.033, 119.433, 286.134, 163.052
"Jun 2029", 127.222, 355.024, 175.889, 84.4157, 156.917, 274.189, 172.588, 298.74, 91.2302, 387.429, 222.748, 194.679, 136.403, 368.247, 98.2961
"Jul 2029", 110.592, 418.795, 211.332, 199.534, 327.684, 434.338, 196.367, 334.281, 133.352, 230.637, 189.545, 184.205, 288.275, 497.423, 314.121
"Aug 2029", 137.259, 236.156, 171.815, 120.412, 243.948, 250.386, 176.713, 266.811, 107.685, 205.451, 170.352, 188.354, 218.484, 276.11, 333.162
"Sep 2029", 135.921, 213.16, 157.015, 164.843, 245.803, 266.642, 157.577, 255.072, 118.506, 165.089, 284.488, 179.018, 237.32, 251.472, 252.37
"Oct 2029", 142.658, 256.336, 147.195, 99.5316, 195.862, 268.969, 155.972, 272.538, 91.5139, 163.003, 260.283, 185.941, 223.551, 253.855, 256.429
"Nov 2029", 169.622, 355.016, 186.955, 139.224, 269.651, 371.645, 207.013, 437.612, 184.573, 218.949, 286.335, 255.646, 349.285, 295.619, 407.27
"Dec 2029", 137.86, 344.769, 140.229, 131.986, 217.017, 304.847, 144.383, 344.769, 89.8471, 124.717, 255.561, 145.534, 274.878, 278.03, 229.183
"Jan 2030", 69.7882, 312.66, 92.7493, 106.173, 182.657, 243.008, 91.9127, 285.966, 125.289, 85.7385, 236.683, 86.0725, 208.903, 169.087, 171.626
"Feb 2030", 158.06, 153.825, 64.1159, 65.0168, 109.22, 121.301, 68.7825, 137.78, 65.6111, 117.26, 130.525, 112.731, 103.487, 110.112, 107.257
"Mar 2030", 54.786, 100.056, 112.144, 100.339, 109.174, 101.266, 103.279, 103.77, 127.97, 112.043, 106.536, 93.7369, 82.4431, 98.1237, 89.258
"Apr 2030", 74.1, 144.137, 56.3817, 168.229, 115.634, 105.528, 54.7948, 170.672, 201.67, 76.7449, 90.9228, 77.5819, 156.463, 150.782, 179.207
"May 2030", 92.5117, 169.283, 105.932, 282.792, 180.846, 268.256, 144.226, 206.804, 266.972, 221.903, 145.322, 151.37, 167.352, 178.828, 241.134
"Jun 2030", 194.725, 160.555, 156.815, 168.06, 159.674, 264.017, 137.076, 280.222, 327.712, 205.255, 344.334, 171.383, 255.573, 182.321, 260.933
"Jul 2030", 459.554, 200.513, 167.482, 174.556, 296.692, 183.989, 193.884, 271.592, 338.408, 195.051, 268.293, 181.14, 430.108, 320.65, 260.67
"Aug 2030", 286.247, 267.886, 177.169, 176.246, 270.059, 315.589, 193.544, 238.693, 352.545, 175.745, 330.312, 187.209, 274.625, 338.096, 242.994
"Sep 2030", 191.888, 217.641, 172.987, 260.614, 227.106, 248.459, 176.302, 225.098, 250.372, 166.372, 259.06, 193.336, 271.344, 245.406, 234.021
"Oct 2030", 221.873, 189.209, 165.714, 227.786, 223.744, 275.551, 183.497, 204.566, 336.067, 168.998, 247.278, 233.751, 224.777, 240.239, 224.095
"Nov 2030", 389.017, 363.001, 247.621, 456.307, 264.396, 440.643, 223.746, 300.216, 419.606, 305.546, 412.142, 383.771, 321.654, 314.246, 271.513
"Dec 2030", 296.861, 309.722, 158.328, 403.7, 193.977, 294.774, 158.037, 216.161, 296.91, 337.244, 327.082, 252.352, 328.996, 217.46, 219.02
"Jan 2031", 257.962, 243.817, 104.665, 345.009, 134.987, 200.22, 124.423, 148.556, 214.878, 257.89, 234.502, 153.634, 196.125, 159.035, 137.459
"Feb 2031", 143.35, 118.653, 67.9266, 175.837, 88.1288, 115.261, 74.7097, 95.1735, 111.438, 133.046, 115.643, 98.528, 101.787, 93.3291, 90.6588
"Mar 2031", 93.4784, 94.803, 104.892, 109.047, 129.157, 97.754, 122.436, 134.799, 81.1981, 118.968, 93.4351, 158.955, 148.616, 137.761, 137.484
"Apr 2031", 169.852, 175.881, 53.1693, 181.844, 79.8566, 151.686, 56.1085, 110.346, 130.925, 105.855, 152.77, 95.9856, 100.657, 119.972, 94.021
"May 2031", 147.913, 217.311, 228.358, 251.293, 119.719, 129.505, 96.5336, 352.128, 135.576, 357.326, 156.416, 144.618, 467.661, 157.256, 211.569
"Jun 2031", 164.379, 244.085, 196.377, 214.06, 122.785, 268.037, 94.5953, 243.285, 260.143, 238.656, 164.103, 124.528, 240.776, 195.147, 159.478
"Jul 2031", 346.364, 200.428, 178.318, 157.949, 177.997, 334.137, 155.031, 392.667, 334.887, 285.44, 352.332, 157.153, 287.747, 319.659, 205.246
"Aug 2031", 356.748, 229.132, 159.604, 161.474, 183.208, 395.733, 204.318, 310.642, 262.652, 240.115, 232.308, 225.421, 235.277, 252.732, 181.005
"Sep 2031", 339.63, 182.841, 137.64, 143.094, 322.717, 328.746, 197.284, 272.368, 268.655, 226.754, 249.543, 209.937, 232.883, 210.622, 221.948
"Oct 2031", 175.215, 141.451, 97.47, 141.155, 261.324, 282.217, 180.839, 282.528, 290.37, 286.496, 338.854, 205.37, 245.683, 180.924, 203.82
