#,,Banda 1-FC,Banda 2-FC,Banda 3-FC,Banda 4-FC,Banda 5-FC,Banda 6-FC,Banda 7-FC,Banda 8-FC
#,Banda,3460.5,3150.5,2840.5,2530.5,2220.5,1910.5,1600.5,1290.5
#,Mes,T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC]
2058,12,8.013,9.189,10.365,11.541,12.717,13.893,15.069,16.245
2059,1,10.821,11.909,12.997,14.085,15.173,16.260,17.348,18.436
2059,2,11.984,12.736,13.487,14.238,14.990,15.741,16.493,17.244
2059,3,8.702,9.370,10.038,10.707,11.375,12.043,12.711,13.380
2059,4,5.512,6.424,7.337,8.250,9.163,10.076,10.989,11.902
2059,5,-0.311,0.591,1.492,2.394,3.296,4.197,5.099,6.000
2059,6,-3.566,-2.490,-1.413,-0.337,0.740,1.816,2.893,3.969
2059,7,-4.375,-3.395,-2.414,-1.434,-0.454,0.526,1.507,2.487
2059,8,-4.190,-2.989,-1.789,-0.589,0.611,1.812,3.012,4.212
2059,9,-2.992,-1.569,-0.145,1.279,2.702,4.126,5.550,6.974
2059,10,0.799,1.872,2.945,4.018,5.092,6.165,7.238,8.311
2059,11,2.383,3.647,4.912,6.176,7.441,8.705,9.969,11.234
2059,12,7.224,8.285,9.345,10.405,11.466,12.526,13.586,14.647
2060,1,10.419,11.466,12.514,13.561,14.609,15.656,16.703,17.751
2060,2,11.462,12.180,12.899,13.618,14.336,15.055,15.773,16.492
2060,3,9.536,10.268,11.000,11.733,12.465,13.197,13.930,14.662
2060,4,5.123,5.971,6.820,7.668,8.517,9.365,10.214,11.062
2060,5,-0.466,0.885,2.236,3.587,4.938,6.289,7.640,8.991
2060,6,-3.613,-2.523,-1.432,-0.341,0.750,1.840,2.931,4.022
2060,7,-4.629,-3.591,-2.554,-1.517,-0.480,0.557,1.594,2.631
2060,8,-4.050,-2.889,-1.729,-0.569,0.591,1.751,2.911,4.071
2060,9,-3.352,-1.757,-0.162,1.433,3.027,4.622,6.217,7.812
2060,10,0.665,1.559,2.453,3.346,4.240,5.134,6.027,6.921
2060,11,2.431,3.721,5.011,6.300,7.590,8.880,10.170,11.460
2060,12,6.910,7.924,8.939,9.953,10.967,11.981,12.996,14.010
2061,1,9.556,10.517,11.478,12.438,13.399,14.360,15.321,16.281
2061,2,12.240,13.007,13.774,14.542,15.309,16.077,16.844,17.611
2061,3,9.715,10.461,11.207,11.953,12.699,13.445,14.191,14.937
2061,4,5.607,6.535,7.464,8.393,9.321,10.250,11.178,12.107
2061,5,-0.547,1.039,2.624,4.209,5.795,7.380,8.965,10.551
2061,6,-4.603,-3.214,-1.824,-0.435,0.955,2.345,3.734,5.124
2061,7,-4.156,-3.225,-2.293,-1.362,-0.431,0.500,1.431,2.362
2061,8,-4.447,-3.173,-1.899,-0.625,0.649,1.923,3.197,4.471
2061,9,-3.015,-1.580,-0.146,1.288,2.723,4.157,5.591,7.025
2061,10,1.139,2.669,4.200,5.730,7.260,8.790,10.320,11.851
2061,11,2.857,4.374,5.890,7.406,8.922,10.438,11.954,13.470
2061,12,7.690,8.819,9.947,11.076,12.205,13.334,14.462,15.591
2062,1,10.179,11.203,12.226,13.249,14.273,15.296,16.320,17.343
2062,2,12.175,12.938,13.701,14.465,15.228,15.991,16.755,17.518
2062,3,11.191,12.051,12.910,13.770,14.629,15.489,16.348,17.208
2062,4,4.777,5.568,6.359,7.151,7.942,8.733,9.524,10.315
2062,5,-0.390,0.740,1.870,3.000,4.130,5.260,6.390,7.520
2062,6,-4.522,-3.157,-1.792,-0.427,0.938,2.303,3.668,5.033
2062,7,-7.738,-6.004,-4.270,-2.537,-0.803,0.931,2.665,4.399
2062,8,-4.303,-3.071,-1.838,-0.605,0.628,1.861,3.094,4.327
2062,9,-2.613,-1.370,-0.127,1.117,2.360,3.603,4.846,6.089
2062,10,0.874,2.049,3.223,4.398,5.572,6.747,7.921,9.096
2062,11,2.226,3.407,4.589,5.770,6.951,8.132,9.313,10.494
2062,12,7.012,8.041,9.071,10.100,11.129,12.158,13.187,14.217
2063,1,9.639,10.608,11.577,12.547,13.516,14.485,15.454,16.423
2063,2,12.875,13.682,14.489,15.297,16.104,16.911,17.718,18.526
2063,3,9.884,10.643,11.402,12.161,12.920,13.679,14.438,15.197
2063,4,3.945,4.599,5.252,5.905,6.559,7.212,7.866,8.519
2063,5,-0.353,0.671,1.696,2.721,3.745,4.770,5.795,6.819
2063,6,-5.577,-3.893,-2.210,-0.526,1.157,2.840,4.524,6.207
2063,7,-6.222,-4.828,-3.434,-2.040,-0.645,0.749,2.143,3.537
2063,8,-3.066,-2.188,-1.310,-0.431,0.447,1.326,2.204,3.083
2063,9,-2.851,-1.494,-0.138,1.218,2.574,3.931,5.287,6.643
2063,10,0.850,1.992,3.134,4.275,5.417,6.559,7.701,8.843
2063,11,2.332,3.570,4.807,6.045,7.282,8.519,9.757,10.994
2063,12,7.126,8.172,9.218,10.264,11.309,12.355,13.401,14.447
2064,1,10.148,11.168,12.188,13.208,14.229,15.249,16.269,17.289
2064,2,11.572,12.297,13.023,13.748,14.474,15.199,15.925,16.650
2064,3,10.375,11.172,11.969,12.766,13.562,14.359,15.156,15.953
2064,4,5.704,6.649,7.594,8.538,9.483,10.428,11.373,12.317
2064,5,-0.446,0.847,2.140,3.432,4.725,6.017,7.310,8.602
2064,6,-3.781,-2.640,-1.498,-0.357,0.784,1.926,3.067,4.208
2064,7,-5.925,-4.597,-3.270,-1.942,-0.615,0.713,2.041,3.368
2064,8,-3.951,-2.819,-1.687,-0.555,0.577,1.708,2.840,3.972
2064,9,-2.635,-1.381,-0.128,1.126,2.379,3.633,4.886,6.140
2064,10,1.026,2.404,3.782,5.160,6.538,7.916,9.294,10.672
2064,11,3.298,5.047,6.797,8.547,10.296,12.046,13.796,15.546
2064,12,7.883,9.040,10.197,11.354,12.511,13.668,14.825,15.982
2065,1,10.275,11.308,12.341,13.374,14.407,15.440,16.473,17.506
2065,2,10.741,11.414,12.088,12.761,13.435,14.108,14.781,15.455
2065,3,10.422,11.222,12.022,12.823,13.623,14.423,15.224,16.024
2065,4,4.655,5.426,6.197,6.968,7.739,8.510,9.281,10.052
2065,5,-0.372,0.707,1.785,2.864,3.942,5.021,6.099,7.178
2065,6,-4.531,-3.163,-1.796,-0.428,0.940,2.308,3.676,5.044
2065,7,-11.897,-9.231,-6.566,-3.900,-1.234,1.432,4.098,6.763
2065,8,-3.991,-2.847,-1.704,-0.561,0.582,1.726,2.869,4.012
2065,9,-2.160,-1.132,-0.105,0.923,1.951,2.978,4.006,5.034
2065,10,0.906,2.122,3.339,4.556,5.772,6.989,8.206,9.422
2065,11,2.218,3.395,4.572,5.748,6.925,8.102,9.279,10.456
2065,12,6.584,7.550,8.517,9.483,10.449,11.416,12.382,13.348
2066,1,9.840,10.829,11.819,12.808,13.797,14.787,15.776,16.765
2066,2,11.552,12.276,13.000,13.725,14.449,15.173,15.897,16.622
2066,3,8.557,9.214,9.871,10.528,11.185,11.842,12.500,13.157
2066,4,4.940,5.758,6.576,7.394,8.212,9.031,9.849,10.667
2066,5,-0.455,0.864,2.182,3.501,4.819,6.138,7.456,8.775
2066,6,-3.418,-2.386,-1.354,-0.323,0.709,1.741,2.773,3.805
2066,7,-6.416,-4.978,-3.540,-2.103,-0.665,0.772,2.210,3.647
2066,8,-4.778,-3.409,-2.040,-0.672,0.697,2.066,3.435,4.803
2066,9,-3.145,-1.648,-0.152,1.344,2.840,4.336,5.832,7.328
2066,10,1.077,2.524,3.970,5.417,6.864,8.310,9.757,11.204
2066,11,2.704,4.139,5.574,7.009,8.444,9.879,11.313,12.748
2066,12,7.865,9.020,10.174,11.329,12.483,13.637,14.792,15.946
2067,1,10.991,12.096,13.201,14.306,15.411,16.516,17.621,18.726
2067,2,11.599,12.326,13.054,13.781,14.508,15.235,15.963,16.690
2067,3,9.908,10.669,11.430,12.191,12.952,13.713,14.474,15.235
2067,4,5.294,6.171,7.048,7.925,8.802,9.679,10.555,11.432
2067,5,-0.417,0.792,2.001,3.210,4.419,5.628,6.837,8.047
2067,6,-5.821,-4.064,-2.307,-0.550,1.208,2.965,4.722,6.480
2067,7,-6.703,-5.201,-3.699,-2.197,-0.695,0.807,2.309,3.810
2067,8,-3.840,-2.740,-1.640,-0.540,0.560,1.660,2.760,3.861
2067,9,-2.908,-1.525,-0.141,1.243,2.627,4.010,5.394,6.778
2067,10,0.956,2.240,3.524,4.808,6.092,7.376,8.660,9.945
2067,11,2.665,4.080,5.494,6.908,8.322,9.736,11.151,12.565
2067,12,7.156,8.206,9.256,10.307,11.357,12.407,13.458,14.508
2068,1,10.811,11.898,12.985,14.071,15.158,16.245,17.332,18.419
2068,2,13.072,13.892,14.711,15.531,16.351,17.170,17.990,18.809
2068,3,8.996,9.687,10.378,11.068,11.759,12.450,13.141,13.832
2068,4,5.569,6.491,7.414,8.336,9.258,10.181,11.103,12.025
2068,5,-0.368,0.699,1.765,2.832,3.898,4.964,6.031,7.097
2068,6,-6.017,-4.201,-2.384,-0.568,1.248,3.065,4.881,6.697
2068,7,-10.579,-8.209,-5.838,-3.468,-1.097,1.273,3.644,6.014
2068,8,-4.255,-3.036,-1.817,-0.598,0.621,1.840,3.059,4.278
2068,9,-3.255,-1.706,-0.158,1.391,2.939,4.488,6.036,7.584
2068,10,0.901,2.110,3.320,4.530,5.740,6.949,8.159,9.369
2068,11,2.712,4.151,5.589,7.028,8.467,9.906,11.345,12.783
2068,12,7.758,8.897,10.035,11.174,12.313,13.451,14.590,15.729
2069,1,10.986,12.090,13.195,14.299,15.404,16.508,17.612,18.717
2069,2,12.674,13.469,14.264,15.058,15.853,16.648,17.442,18.237
2069,3,9.372,10.092,10.811,11.531,12.251,12.970,13.690,14.410
2069,4,4.466,5.205,5.945,6.684,7.424,8.163,8.903,9.643
2069,5,-0.328,0.623,1.573,2.523,3.473,4.423,5.373,6.323
2069,6,-5.811,-4.057,-2.303,-0.549,1.206,2.960,4.714,6.468
2069,7,-9.116,-7.073,-5.031,-2.988,-0.946,1.097,3.139,5.182
2069,8,-4.364,-3.113,-1.863,-0.613,0.637,1.887,3.137,4.387
2069,9,-3.003,-1.574,-0.146,1.283,2.712,4.141,5.570,6.999
2069,10,1.011,2.369,3.727,5.085,6.443,7.801,9.159,10.517
2069,11,2.615,4.003,5.390,6.778,8.166,9.553,10.941,12.328
2069,12,7.858,9.011,10.165,11.318,12.471,13.625,14.778,15.932
2070,1,10.403,11.448,12.494,13.540,14.586,15.632,16.677,17.723
2070,2,12.702,13.499,14.295,15.092,15.888,16.684,17.481,18.277
2070,3,8.071,8.690,9.310,9.930,10.550,11.170,11.789,12.409
2070,4,6.348,7.399,8.450,9.502,10.553,11.604,12.655,13.707
2070,5,-0.398,0.757,1.911,3.066,4.220,5.375,6.530,7.684
2070,6,-3.261,-2.277,-1.292,-0.308,0.677,1.661,2.645,3.630
2070,7,-7.705,-5.979,-4.252,-2.526,-0.799,0.927,2.654,4.380
2070,8,-4.009,-2.860,-1.712,-0.563,0.585,1.733,2.882,4.030
2070,9,-3.361,-1.762,-0.163,1.436,3.035,4.634,6.232,7.831
2070,10,0.961,2.252,3.543,4.834,6.125,7.417,8.708,9.999
2070,11,2.702,4.135,5.569,7.002,8.436,9.869,11.302,12.736
2070,12,5.855,6.714,7.573,8.433,9.292,10.151,11.011,11.870
2071,1,9.895,10.890,11.885,12.879,13.874,14.869,15.864,16.858
2071,2,12.033,12.787,13.542,14.296,15.050,15.805,16.559,17.314
2071,3,9.779,10.530,11.281,12.032,12.784,13.535,14.286,15.037
2071,4,4.592,5.353,6.113,6.874,7.634,8.395,9.156,9.916
2071,5,-0.437,0.831,2.098,3.366,4.634,5.902,7.169,8.437
2071,6,-3.314,-2.314,-1.313,-0.313,0.688,1.688,2.688,3.689
2071,7,-6.022,-4.672,-3.323,-1.974,-0.625,0.725,2.074,3.423
2071,8,-4.205,-3.000,-1.796,-0.591,0.614,1.818,3.023,4.227
2071,9,-2.695,-1.413,-0.131,1.152,2.434,3.716,4.998,6.281
2071,10,0.870,2.039,3.208,4.377,5.546,6.715,7.884,9.053
2071,11,2.899,4.437,5.976,7.514,9.052,10.591,12.129,13.667
2071,12,8.186,9.388,10.589,11.791,12.992,14.194,15.395,16.597
2072,1,8.562,9.423,10.284,11.144,12.005,12.866,13.727,14.587
2072,2,13.065,13.884,14.704,15.523,16.342,17.161,17.980,18.800
2072,3,10.937,11.777,12.617,13.457,14.297,15.137,15.977,16.817
2072,4,5.298,6.175,7.053,7.930,8.808,9.685,10.563,11.440
2072,5,-0.475,0.903,2.280,3.658,5.036,6.413,7.791,9.168
2072,6,-4.222,-2.948,-1.673,-0.399,0.876,2.150,3.425,4.700
2072,7,-7.835,-6.079,-4.324,-2.568,-0.813,0.943,2.698,4.454
2072,8,-3.523,-2.514,-1.505,-0.495,0.514,1.523,2.533,3.542
2072,9,-2.370,-1.242,-0.115,1.013,2.140,3.268,4.395,5.523
2072,10,0.994,2.329,3.664,5.000,6.335,7.670,9.005,10.341
2072,11,2.971,4.548,6.124,7.701,9.278,10.854,12.431,14.007
2072,12,8.023,9.201,10.378,11.556,12.734,13.911,15.089,16.266
2073,1,10.545,11.606,12.666,13.726,14.786,15.846,16.907,17.967
2073,2,12.226,12.993,13.760,14.526,15.293,16.059,16.826,17.593
2073,3,10.014,10.783,11.552,12.321,13.090,13.859,14.629,15.398
2073,4,5.588,6.513,7.439,8.364,9.290,10.215,11.141,12.066
2073,5,-0.540,1.027,2.594,4.161,5.728,7.295,8.862,10.429
2073,6,-5.112,-3.569,-2.026,-0.483,1.060,2.604,4.147,5.690
2073,7,-6.539,-5.074,-3.609,-2.143,-0.678,0.787,2.252,3.717
2073,8,-4.009,-2.861,-1.712,-0.564,0.585,1.734,2.882,4.031
2073,9,-2.484,-1.302,-0.120,1.061,2.243,3.425,4.607,5.788
2073,10,1.131,2.650,4.169,5.689,7.208,8.727,10.246,11.765
2073,11,2.428,3.716,5.005,6.293,7.582,8.870,10.158,11.447
2073,12,7.454,8.549,9.643,10.737,11.831,12.925,14.019,15.113
2074,1,9.640,10.609,11.578,12.547,13.516,14.485,15.455,16.424
2074,2,11.743,12.479,13.215,13.951,14.688,15.424,16.160,16.896
2074,3,10.954,11.796,12.637,13.478,14.319,15.161,16.002,16.843
2074,4,5.934,6.916,7.899,8.882,9.865,10.847,11.830,12.813
2074,5,-0.403,0.766,1.936,3.106,4.275,5.445,6.614,7.784
2074,6,-6.162,-4.302,-2.442,-0.582,1.278,3.138,4.999,6.859
2074,7,-7.188,-5.577,-3.967,-2.356,-0.746,0.865,2.476,4.086
2074,8,-4.925,-3.514,-2.103,-0.692,0.719,2.130,3.541,4.952
2074,9,-4.029,-2.112,-0.195,1.722,3.639,5.556,7.473,9.390
2074,10,1.009,2.364,3.720,5.075,6.431,7.786,9.141,10.497
2074,11,2.740,4.193,5.647,7.101,8.554,10.008,11.462,12.915
2074,12,7.775,8.916,10.057,11.199,12.340,13.481,14.622,15.763
2075,1,10.042,11.052,12.062,13.071,14.081,15.091,16.100,17.110
2075,2,12.940,13.752,14.563,15.375,16.186,16.997,17.809,18.620
2075,3,10.592,11.406,12.219,13.033,13.846,14.660,15.473,16.286
2075,4,5.088,5.930,6.773,7.616,8.458,9.301,10.144,10.986
2075,5,-0.419,0.796,2.011,3.225,4.440,5.655,6.870,8.085
2075,6,-5.338,-3.726,-2.115,-0.504,1.107,2.719,4.330,5.941
2075,7,-7.727,-5.995,-4.264,-2.533,-0.801,0.930,2.661,4.393
2075,8,-4.263,-3.041,-1.820,-0.599,0.622,1.843,3.064,4.285
2075,9,-3.133,-1.642,-0.152,1.339,2.829,4.319,5.810,7.300
2075,10,0.852,1.996,3.140,4.285,5.429,6.573,7.717,8.861
2075,11,2.681,4.104,5.526,6.949,8.371,9.794,11.216,12.639
2075,12,7.748,8.885,10.022,11.159,12.296,13.433,14.570,15.708
2076,1,11.156,12.277,13.399,14.520,15.642,16.763,17.885,19.006
2076,2,12.147,12.909,13.670,14.432,15.194,15.955,16.717,17.479
2076,3,10.702,11.524,12.346,13.168,13.989,14.811,15.633,16.455
2076,4,4.582,5.341,6.100,6.858,7.617,8.376,9.135,9.894
2076,5,-0.391,0.742,1.876,3.009,4.142,5.275,6.408,7.541
2076,6,-5.284,-3.689,-2.094,-0.499,1.096,2.691,4.287,5.882
2076,7,-8.735,-6.778,-4.821,-2.863,-0.906,1.051,3.008,4.966
2076,8,-6.582,-4.697,-2.811,-0.925,0.961,2.846,4.732,6.618
2076,9,-3.346,-1.754,-0.162,1.430,3.022,4.614,6.206,7.798
2076,10,1.003,2.350,3.698,5.045,6.392,7.740,9.087,10.434
2076,11,2.901,4.440,5.979,7.518,9.057,10.596,12.135,13.674
2076,12,6.749,7.739,8.730,9.720,10.711,11.701,12.692,13.682
2077,1,10.037,11.046,12.056,13.065,14.074,15.083,16.092,17.101
2077,2,12.699,13.496,14.292,15.088,15.884,16.681,17.477,18.273
2077,3,9.731,10.478,11.225,11.973,12.720,13.467,14.214,14.962
2077,4,4.860,5.665,6.470,7.275,8.080,8.885,9.690,10.495
2077,5,-0.452,0.858,2.168,3.479,4.789,6.099,7.409,8.719
2077,6,-4.402,-3.073,-1.744,-0.416,0.913,2.242,3.571,4.900
2077,7,-6.907,-5.359,-3.812,-2.264,-0.716,0.831,2.379,3.926
2077,8,-5.776,-4.121,-2.466,-0.812,0.843,2.497,4.152,5.807
2077,9,-2.423,-1.270,-0.117,1.035,2.188,3.340,4.493,5.646
2077,10,1.272,2.980,4.689,6.398,8.106,9.815,11.523,13.232
2077,11,3.331,5.098,6.866,8.633,10.400,12.168,13.935,15.702
2077,12,7.689,8.818,9.946,11.075,12.204,13.332,14.461,15.589
2078,1,11.033,12.142,13.251,14.360,15.469,16.578,17.688,18.797
2078,2,12.726,13.524,14.321,15.119,15.917,16.715,17.513,18.311
2078,3,9.889,10.648,11.407,12.167,12.926,13.686,14.445,15.204
2078,4,5.460,6.365,7.269,8.173,9.078,9.982,10.886,11.791
2078,5,-0.482,0.916,2.314,3.712,5.110,6.508,7.906,9.304
2078,6,-3.779,-2.638,-1.497,-0.357,0.784,1.925,3.065,4.206
2078,7,-3.016,-2.340,-1.664,-0.989,-0.313,0.363,1.039,1.715
2078,8,-4.772,-3.405,-2.038,-0.671,0.696,2.063,3.430,4.797
2078,9,-2.977,-1.561,-0.144,1.272,2.689,4.105,5.522,6.938
2078,10,0.905,2.122,3.338,4.554,5.770,6.987,8.203,9.419
2078,11,2.954,4.521,6.088,7.655,9.222,10.789,12.356,13.924
2078,12,8.758,10.044,11.330,12.615,13.901,15.186,16.472,17.757
2079,1,9.580,10.543,11.506,12.469,13.432,14.395,15.359,16.322
2079,2,12.552,13.339,14.126,14.913,15.700,16.487,17.274,18.061
2079,3,10.941,11.781,12.622,13.462,14.302,15.142,15.983,16.823
2079,4,5.167,6.023,6.879,7.734,8.590,9.446,10.302,11.158
2079,5,-0.384,0.731,1.846,2.961,4.076,5.191,6.306,7.421
2079,6,-4.769,-3.330,-1.890,-0.450,0.989,2.429,3.869,5.309
2079,7,-1.044,-0.810,-0.576,-0.342,-0.108,0.126,0.360,0.593
2079,8,-3.837,-2.738,-1.639,-0.539,0.560,1.659,2.759,3.858
2079,9,-3.027,-1.587,-0.147,1.294,2.734,4.174,5.615,7.055
2079,10,1.109,2.598,4.087,5.576,7.065,8.554,10.043,11.532
2079,11,2.742,4.197,5.652,7.107,8.562,10.017,11.472,12.927
2079,12,6.767,7.760,8.753,9.747,10.740,11.733,12.726,13.719
2080,1,10.217,11.244,12.271,13.298,14.326,15.353,16.380,17.407
2080,2,12.563,13.351,14.139,14.926,15.714,16.502,17.289,18.077
2080,3,10.428,11.229,12.030,12.831,13.632,14.433,15.234,16.034
2080,4,4.729,5.512,6.295,7.078,7.862,8.645,9.428,10.211
2080,5,-0.465,0.883,2.231,3.579,4.927,6.275,7.622,8.970
2080,6,-3.704,-2.586,-1.468,-0.350,0.768,1.886,3.004,4.122
2080,7,-4.815,-3.736,-2.657,-1.578,-0.499,0.580,1.658,2.737
2080,8,-3.900,-2.783,-1.666,-0.548,0.569,1.687,2.804,3.921
2080,9,-2.729,-1.431,-0.132,1.166,2.465,3.763,5.062,6.360
2080,10,0.942,2.206,3.471,4.736,6.001,7.266,8.531,9.796
2080,11,2.537,3.882,5.228,6.574,7.920,9.266,10.612,11.958
2080,12,6.690,7.672,8.654,9.636,10.618,11.600,12.582,13.563
2081,1,10.051,11.062,12.072,13.083,14.093,15.104,16.114,17.125
2081,2,11.185,11.887,12.588,13.289,13.991,14.692,15.393,16.094
2081,3,11.871,12.783,13.695,14.606,15.518,16.430,17.341,18.253
2081,4,6.475,7.547,8.620,9.692,10.764,11.837,12.909,13.981
2081,5,-0.373,0.710,1.793,2.876,3.959,5.042,6.126,7.209
2081,6,-5.002,-3.492,-1.982,-0.472,1.038,2.548,4.058,5.568
2081,7,-6.606,-5.126,-3.646,-2.166,-0.685,0.795,2.275,3.756
2081,8,-5.532,-3.947,-2.362,-0.778,0.807,2.392,3.977,5.561
2081,9,-3.312,-1.736,-0.160,1.415,2.991,4.567,6.142,7.718
2081,10,1.114,2.610,4.107,5.603,7.099,8.596,10.092,11.589
2081,11,3.451,5.283,7.114,8.945,10.777,12.608,14.439,16.270
2081,12,9.055,10.384,11.713,13.042,14.371,15.701,17.030,18.359
2082,1,9.870,10.863,11.855,12.847,13.840,14.832,15.824,16.817
2082,2,12.389,13.166,13.942,14.719,15.496,16.273,17.049,17.826
2082,3,9.363,10.082,10.801,11.520,12.239,12.958,13.677,14.396
2082,4,6.899,8.041,9.184,10.326,11.469,12.612,13.754,14.897
2082,5,-0.624,1.187,2.998,4.809,6.620,8.432,10.243,12.054
2082,6,-4.973,-3.472,-1.971,-0.469,1.032,2.533,4.034,5.536
2082,7,-7.328,-5.686,-4.044,-2.402,-0.760,0.882,2.524,4.166
2082,8,-4.346,-3.101,-1.856,-0.611,0.634,1.879,3.125,4.370
2082,9,-3.431,-1.799,-0.166,1.466,3.099,4.731,6.364,7.996
2082,10,1.047,2.453,3.859,5.265,6.670,8.076,9.482,10.888
2082,11,2.596,3.974,5.352,6.729,8.107,9.485,10.862,12.240
2082,12,8.007,9.182,10.357,11.532,12.707,13.882,15.057,16.233
2083,1,9.721,10.699,11.676,12.653,13.631,14.608,15.585,16.563
2083,2,13.549,14.398,15.247,16.097,16.946,17.796,18.645,19.495
2083,3,10.356,11.152,11.947,12.742,13.538,14.333,15.128,15.924
2083,4,6.987,8.144,9.301,10.458,11.615,12.772,13.929,15.087
2083,5,-0.493,0.938,2.369,3.800,5.231,6.662,8.093,9.524
2083,6,-5.167,-3.607,-2.047,-0.488,1.072,2.632,4.191,5.751
2083,7,-8.615,-6.684,-4.754,-2.824,-0.894,1.037,2.967,4.897
2083,8,-5.844,-4.170,-2.496,-0.821,0.853,2.527,4.201,5.875
2083,9,-2.856,-1.497,-0.138,1.220,2.579,3.938,5.297,6.656
2083,10,0.993,2.326,3.660,4.994,6.327,7.661,8.995,10.328
2083,11,3.197,4.894,6.591,8.287,9.984,11.680,13.377,15.073
2083,12,8.470,9.713,10.956,12.199,13.442,14.685,15.928,17.171
2084,1,10.353,11.394,12.435,13.476,14.517,15.558,16.599,17.639
2084,2,12.611,13.401,14.192,14.983,15.773,16.564,17.355,18.145
2084,3,12.116,13.046,13.976,14.907,15.837,16.768,17.698,18.629
2084,4,6.190,7.215,8.240,9.265,10.290,11.316,12.341,13.366
2084,5,-0.511,0.971,2.453,3.936,5.418,6.900,8.382,9.864
2084,6,-4.308,-3.008,-1.707,-0.407,0.894,2.194,3.495,4.795
2084,7,-9.494,-7.366,-5.239,-3.112,-0.985,1.142,3.270,5.397
2084,8,-6.071,-4.332,-2.593,-0.853,0.886,2.625,4.364,6.104
2084,9,-4.381,-2.297,-0.212,1.872,3.957,6.041,8.125,10.210
2084,10,1.027,2.406,3.785,5.164,6.543,7.922,9.302,10.681
2084,11,2.146,3.285,4.424,5.563,6.702,7.841,8.979,10.118
2084,12,7.911,9.073,10.234,11.395,12.556,13.717,14.879,16.040
2085,1,9.781,10.764,11.747,12.731,13.714,14.697,15.681,16.664
2085,2,11.459,12.177,12.896,13.614,14.333,15.051,15.770,16.488
2085,3,10.657,11.476,12.294,13.112,13.931,14.749,15.568,16.386
2085,4,4.100,4.779,5.458,6.137,6.816,7.495,8.174,8.853
2085,5,-0.268,0.509,1.286,2.063,2.840,3.617,4.394,5.171
2085,6,-3.463,-2.418,-1.372,-0.327,0.719,1.764,2.809,3.855
2085,7,-5.744,-4.457,-3.170,-1.883,-0.596,0.691,1.978,3.265
2085,8,-3.795,-2.707,-1.620,-0.533,0.554,1.641,2.728,3.815
2085,9,-3.382,-1.773,-0.164,1.445,3.055,4.664,6.273,7.882
2085,10,1.026,2.403,3.781,5.158,6.536,7.914,9.291,10.669
2085,11,2.672,4.090,5.508,6.926,8.344,9.761,11.179,12.597
2085,12,8.080,9.266,10.452,11.638,12.823,14.009,15.195,16.381
2086,1,11.540,12.700,13.861,15.021,16.181,17.341,18.501,19.661
2086,2,13.291,14.124,14.958,15.791,16.624,17.458,18.291,19.124
2086,3,9.502,10.232,10.961,11.691,12.421,13.151,13.880,14.610
2086,4,4.899,5.711,6.522,7.334,8.145,8.956,9.768,10.579
2086,5,-0.474,0.901,2.277,3.652,5.028,6.403,7.778,9.154
2086,6,-3.809,-2.659,-1.509,-0.360,0.790,1.940,3.090,4.239
2086,7,-6.104,-4.736,-3.369,-2.001,-0.633,0.735,2.102,3.470
2086,8,-5.197,-3.708,-2.219,-0.730,0.758,2.247,3.736,5.225
2086,9,-3.165,-1.659,-0.153,1.352,2.858,4.364,5.869,7.375
2086,10,0.903,2.117,3.330,4.544,5.757,6.971,8.184,9.398
2086,11,2.614,4.001,5.388,6.775,8.162,9.549,10.936,12.323
2086,12,7.615,8.732,9.850,10.968,12.085,13.203,14.321,15.438
2087,1,11.105,12.222,13.338,14.455,15.571,16.688,17.804,18.921
2087,2,13.240,14.070,14.901,15.731,16.561,17.391,18.221,19.051
2087,3,9.323,10.039,10.755,11.471,12.187,12.903,13.619,14.335
2087,4,5.313,6.193,7.073,7.953,8.833,9.713,10.593,11.473
2087,5,-0.584,1.109,2.802,4.495,6.188,7.881,9.574,11.266
2087,6,-6.020,-4.203,-2.385,-0.568,1.249,3.066,4.883,6.700
2087,7,-5.542,-4.300,-3.058,-1.817,-0.575,0.667,1.909,3.151
2087,8,-6.278,-4.480,-2.681,-0.882,0.916,2.715,4.513,6.312
2087,9,-3.155,-1.654,-0.153,1.348,2.849,4.350,5.851,7.352
2087,10,0.830,1.945,3.060,4.175,5.290,6.405,7.521,8.636
2087,11,2.787,4.266,5.744,7.223,8.702,10.180,11.659,13.138
2087,12,6.356,7.289,8.222,9.155,10.088,11.021,11.954,12.887
2088,1,10.872,11.965,13.058,14.151,15.243,16.336,17.429,18.522
2088,2,11.528,12.251,12.974,13.697,14.420,15.142,15.865,16.588
2088,3,10.303,11.095,11.886,12.677,13.468,14.259,15.051,15.842
2088,4,5.841,6.808,7.776,8.743,9.710,10.678,11.645,12.612
2088,5,-0.448,0.852,2.153,3.453,4.754,6.054,7.355,8.655
2088,6,-5.949,-4.153,-2.357,-0.562,1.234,3.030,4.825,6.621
2088,7,-5.346,-4.148,-2.951,-1.753,-0.555,0.643,1.841,3.039
2088,8,-4.304,-3.071,-1.838,-0.605,0.628,1.861,3.094,4.327
2088,9,-3.094,-1.622,-0.150,1.322,2.795,4.267,5.739,7.211
2088,10,1.083,2.538,3.993,5.449,6.904,8.359,9.814,11.269
