Recorder,diasdelmes_recorder,Generacion_Cipreses,Generacion_CentralIsla,Generacion_CentralCurrilinque,Generacion_CentralLomaAlta,Generacion_CentralPehuenche,Generacion_CentralChiburgo,Generacion_CentralColbun,Generacion_CentralMachicura,Generacion_CentralSanIgnacio,Deficit_Melado,Deficit_ParticularesRiberaSur,Deficit_ParticularesRiberaNorte,Deficit_CooperativaDeRiego,Deficit_AsociacionCanalMaule,Deficit_AsociacionMauleSur,Deficit_SORPAM,Deficit_GarzasySuizas,Caudal_Remanente_mensual,segundosdelmes_recorder
1981-01,0.032258,2010.8720854792223,1600.1538336000006,2079.484057728001,817.34220288,10563.455710831311,369.499536,6802.444552650163,1404.2355827576732,470.97942115643366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,8794661.559401128,1.574074074074074e-05
1981-02,0.035714,2010.8720854792223,1600.1538335999999,2079.484057728,817.34220288,6944.21446125465,369.499536,3742.044581036837,772.1159276598008,149.70669958948824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11016.487177069204,2511618.713676883,1.574074074074074e-05
1981-03,0.032258,2010.8720854792223,1546.899571050768,2010.277342941057,817.34220288,4719.4732616705105,369.499536,2662.3444951367273,549.2713568303939,119.05730107637734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3814.354270741598,2053857.1822437618,1.574074074074074e-05
1981-04,0.033333,1985.1654970253255,1498.8328548344641,1947.812117423167,817.34220288,5566.712453574756,282.3187597632,4481.895071476919,925.4184390523825,391.20811089803675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.9086925543997,7515072.7640744755,1.574074074074074e-05
1981-05,0.032258,1937.8059997686844,1600.1538335999999,2079.484057728,817.34220288,12385.390940462003,141.1593798816,10655.990855999995,2201.0856717345687,850.4752031999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,50028206.347645685,1.574074074074074e-05
1981-06,0.033333,1814.5959486065142,1485.8571312,1930.9494821760002,817.34220288,10237.001483080121,141.1593798816,10655.990855999997,2201.170601181898,850.4752031999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.4543462771999,24225529.92480518,1.574074074074074e-05
1981-07,0.032258,1848.4210139631052,1390.4765330472,1806.9973788778561,817.34220288,9598.649490556369,141.1593798816,10226.719780254518,2112.4407410511453,850.4752032000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,21887537.518368367,1.574074074074074e-05
1981-08,0.032258,1710.651563877276,1283.46053059008,1667.9244557885186,817.34220288,8178.640012761345,141.1593798816,9324.463447598686,1925.9482159183797,850.4752032000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.4514235805327,19838046.647606,1.574074074074074e-05
1981-09,0.033333,1173.0071995132394,1243.355472242769,1615.8058233693735,783.651034759929,7702.4177759053455,211.73906982239993,8270.363285627975,1708.0971700347525,850.4752032000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1815194158007,16780193.975738186,1.574074074074074e-05
1981-10,0.032258,1039.9864594428177,1194.478233459968,1552.2872811515085,719.5032130156611,7063.5982116967025,369.499536,5678.759247100058,1172.6130544141633,435.4353436311911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4450.079982531875,8240433.192225998,1.574074074074074e-05
1981-11,0.033333,1805.0169808840865,1485.8571312,1930.9494821760002,817.34220288,11148.70814949561,369.499536,8276.677447841603,1709.0852103923064,672.1703679125923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368.5445582473985,12808599.730894318,1.574074074074074e-05
1981-12,0.032258,1879.598804251396,1513.2692903256,1966.573024545888,817.34220288,8584.442821025963,369.499536,5143.173907620837,1061.5626746784183,279.90149801693406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,5028800.186319023,1.574074074074074e-05
1982-01,0.032258,1942.706188378245,1533.689539176384,1993.1102118140086,817.34220288,6435.753458079337,369.499536,2986.743828642704,615.9788654561031,31.439402405060115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6357.257117902671,131982.21192286297,1.574074074074074e-05
